name,email,industry,message,label,rule_label,ai_label,final_label
Hank Williams,hank.williams1226@example.com,finance,can you share pricing information,Warm,Warm,Warm,Warm
Ivy Williams,ivy.williams1227@example.com,healthcare,no immediate plans to buy,Cold,Hot,Cold,Hot
Frank Smith,frank.smith1228@example.com,tech,could you send me a brochure,Warm,Cold,Warm,Warm
Hank Miller,hank.miller1229@example.com,retail,looking for information about your services,Warm,Warm,Warm,Warm
Frank Wilson,frank.wilson1230@example.com,education,i am just curious about your offerings,Cold,Warm,Cold,Warm
Diana Wilson,diana.wilson1231@example.com,education,maybe in the future i will contact you,Cold,Warm,Cold,Warm
Hank Williams,hank.williams1232@example.com,healthcare,can you share pricing information,Warm,Warm,Warm,Warm
Alice Jones,alice.jones1233@example.com,retail,looking for information about your services,Warm,Warm,Warm,Warm
Ivy Miller,ivy.miller1234@example.com,consulting,no immediate plans to buy,Cold,Hot,Cold,Hot
Frank Smith,frank.smith1235@example.com,finance,i am just curious about your offerings,Cold,Cold,Cold,Cold
Ivy Johnson,ivy.johnson1236@example.com,education,i am just curious about your offerings,Cold,Warm,Cold,Warm
Alice Jones,alice.jones1237@example.com,education,i need a quote for our project,Hot,Warm,Hot,Hot
Diana Brown,diana.brown1238@example.com,retail,i am just curious about your offerings,Cold,Cold,Cold,Cold
Charlie Williams,charlie.williams1239@example.com,tech,please send me the proposal asap,Hot,Hot,Hot,Hot
Alice Wilson,alice.wilson1240@example.com,tech,looking to hire your services immediately,Hot,Warm,Hot,Hot
Eve Davis,eve.davis1241@example.com,education,not looking for services currently,Cold,Warm,Cold,Warm
Hank Jones,hank.jones1242@example.com,marketing,i need a quote for our project,Hot,Cold,Hot,Hot
Eve Smith,eve.smith1243@example.com,finance,im interested but need more details,Warm,Warm,Warm,Warm
Ivy Taylor,ivy.taylor1244@example.com,healthcare,i need a quote for our project,Hot,Cold,Hot,Hot
Alice Williams,alice.williams1245@example.com,finance,im interested but need more details,Warm,Warm,Warm,Warm
Hank Brown,hank.brown1246@example.com,tech,maybe in the future i will contact you,Cold,Cold,Cold,Cold
Grace Miller,grace.miller1247@example.com,finance,maybe later still evaluating options,Warm,Cold,Warm,Warm
Eve Jones,eve.jones1248@example.com,tech,maybe in the future i will contact you,Cold,Cold,Cold,Cold
Ivy Garcia,ivy.garcia1249@example.com,tech,can you share pricing information,Warm,Warm,Warm,Warm
Eve Miller,eve.miller1250@example.com,marketing,im interested but need more details,Warm,Warm,Warm,Warm
Diana Wilson,diana.wilson1251@example.com,finance,maybe in the future i will contact you,Cold,Cold,Cold,Cold
Charlie Williams,charlie.williams1252@example.com,healthcare,just browsing your website,Cold,Cold,Cold,Cold
Ivy Miller,ivy.miller1253@example.com,healthcare,maybe in the future i will contact you,Cold,Cold,Cold,Cold
Alice Johnson,alice.johnson1254@example.com,retail,looking for information about your services,Warm,Warm,Warm,Warm
Ivy Taylor,ivy.taylor1255@example.com,education,no immediate plans to buy,Cold,Hot,Cold,Hot
Charlie Smith,charlie.smith1256@example.com,finance,just browsing your website,Cold,Cold,Cold,Cold
Jack Williams,jack.williams1257@example.com,retail,i need a quote for our project,Hot,Cold,Hot,Hot
Grace Johnson,grace.johnson1258@example.com,consulting,maybe in the future i will contact you,Cold,Cold,Cold,Cold
Eve Garcia,eve.garcia1259@example.com,healthcare,i am just curious about your offerings,Cold,Cold,Cold,Cold
Eve Garcia,eve.garcia1260@example.com,finance,maybe in the future i will contact you,Cold,Cold,Cold,Cold
Diana Davis,diana.davis1261@example.com,healthcare,maybe later still evaluating options,Warm,Cold,Warm,Warm
Bob Brown,bob.brown1262@example.com,consulting,maybe in the future i will contact you,Cold,Cold,Cold,Cold
Alice Jones,alice.jones1263@example.com,consulting,i am just curious about your offerings,Cold,Cold,Cold,Cold
Eve Miller,eve.miller1264@example.com,finance,maybe in the future i will contact you,Cold,Cold,Cold,Cold
Grace Brown,grace.brown1265@example.com,education,no immediate plans to buy,Cold,Hot,Cold,Hot
Eve Miller,eve.miller1266@example.com,healthcare,can you share pricing information,Warm,Warm,Warm,Warm
Bob Johnson,bob.johnson1267@example.com,education,just browsing your website,Cold,Warm,Cold,Warm
Jack Taylor,jack.taylor1268@example.com,finance,maybe in the future i will contact you,Cold,Cold,Cold,Cold
Hank Johnson,hank.johnson1269@example.com,marketing,please send me the proposal asap,Hot,Hot,Hot,Hot
Charlie Wilson,charlie.wilson1270@example.com,finance,could you send me a brochure,Warm,Cold,Warm,Warm
Grace Williams,grace.williams1271@example.com,tech,just browsing your website,Cold,Cold,Cold,Cold
Diana Brown,diana.brown1272@example.com,marketing,not looking for services currently,Cold,Warm,Cold,Warm
Bob Johnson,bob.johnson1273@example.com,tech,we are ready to purchase now,Hot,Hot,Hot,Hot
Hank Smith,hank.smith1274@example.com,marketing,i am just curious about your offerings,Cold,Cold,Cold,Cold
Alice Garcia,alice.garcia1275@example.com,finance,could you send me a brochure,Warm,Cold,Warm,Warm
Grace Davis,grace.davis1276@example.com,healthcare,looking to hire your services immediately,Hot,Warm,Hot,Hot
Ivy Davis,ivy.davis1277@example.com,marketing,i want a demo for enterprise solution,Hot,Hot,Hot,Hot
Charlie Garcia,charlie.garcia1278@example.com,tech,i am just curious about your offerings,Cold,Cold,Cold,Cold
Diana Jones,diana.jones1279@example.com,retail,no immediate plans to buy,Cold,Hot,Cold,Hot
Frank Williams,frank.williams1280@example.com,education,i am just curious about your offerings,Cold,Warm,Cold,Warm
Grace Smith,grace.smith1281@example.com,marketing,maybe in the future i will contact you,Cold,Cold,Cold,Cold
Hank Jones,hank.jones1282@example.com,education,i am just curious about your offerings,Cold,Warm,Cold,Warm
Alice Brown,alice.brown1283@example.com,tech,looking for information about your services,Warm,Warm,Warm,Warm
Frank Smith,frank.smith1284@example.com,consulting,no immediate plans to buy,Cold,Hot,Cold,Hot
Jack Johnson,jack.johnson1285@example.com,retail,can you share pricing information,Warm,Warm,Warm,Warm
Ivy Smith,ivy.smith1286@example.com,education,i am just curious about your offerings,Cold,Warm,Cold,Warm
Hank Garcia,hank.garcia1287@example.com,education,just browsing your website,Cold,Warm,Cold,Warm
Diana Taylor,diana.taylor1288@example.com,retail,i need a quote for our project,Hot,Cold,Hot,Hot
Alice Davis,alice.davis1289@example.com,consulting,not looking for services currently,Cold,Warm,Cold,Warm
Hank Williams,hank.williams1290@example.com,retail,just browsing your website,Cold,Cold,Cold,Cold
Grace Taylor,grace.taylor1291@example.com,tech,just browsing your website,Cold,Cold,Cold,Cold
Charlie Miller,charlie.miller1292@example.com,marketing,im interested but need more details,Warm,Warm,Warm,Warm
Eve Johnson,eve.johnson1293@example.com,marketing,no immediate plans to buy,Cold,Hot,Cold,Hot
Hank Taylor,hank.taylor1294@example.com,finance,im interested but need more details,Warm,Warm,Warm,Warm
Diana Williams,diana.williams1295@example.com,retail,i want a demo for enterprise solution,Hot,Hot,Hot,Hot
Charlie Miller,charlie.miller1296@example.com,healthcare,i am just curious about your offerings,Cold,Cold,Cold,Cold
Diana Brown,diana.brown1297@example.com,tech,maybe in the future i will contact you,Cold,Cold,Cold,Cold
Bob Johnson,bob.johnson1298@example.com,consulting,maybe in the future i will contact you,Cold,Cold,Cold,Cold
Alice Taylor,alice.taylor1299@example.com,education,please send me the proposal asap,Hot,Hot,Hot,Hot
Hank Taylor,hank.taylor1300@example.com,healthcare,looking to hire your services immediately,Hot,Warm,Hot,Hot
Bob Jones,bob.jones1301@example.com,retail,looking for information about your services,Warm,Warm,Warm,Warm
Diana Brown,diana.brown1302@example.com,healthcare,could you send me a brochure,Warm,Cold,Warm,Warm
Bob Garcia,bob.garcia1303@example.com,finance,not looking for services currently,Cold,Warm,Cold,Warm
Grace Davis,grace.davis1304@example.com,tech,looking for information about your services,Warm,Warm,Warm,Warm
Eve Davis,eve.davis1305@example.com,tech,not looking for services currently,Cold,Warm,Cold,Warm
Jack Garcia,jack.garcia1306@example.com,tech,just browsing your website,Cold,Cold,Cold,Cold
Hank Jones,hank.jones1307@example.com,finance,can you share pricing information,Warm,Warm,Warm,Warm
Jack Miller,jack.miller1308@example.com,marketing,just browsing your website,Cold,Cold,Cold,Cold
Frank Wilson,frank.wilson1309@example.com,healthcare,can you share pricing information,Warm,Warm,Warm,Warm
Jack Johnson,jack.johnson1310@example.com,consulting,please send me the proposal asap,Hot,Hot,Hot,Hot
Bob Brown,bob.brown1311@example.com,retail,just browsing your website,Cold,Cold,Cold,Cold
Jack Miller,jack.miller1312@example.com,marketing,i am just curious about your offerings,Cold,Cold,Cold,Cold
Ivy Davis,ivy.davis1313@example.com,consulting,just browsing your website,Cold,Cold,Cold,Cold
Alice Williams,alice.williams1314@example.com,finance,no immediate plans to buy,Cold,Hot,Cold,Hot
Bob Smith,bob.smith1315@example.com,retail,could you send me a brochure,Warm,Cold,Warm,Warm
Frank Smith,frank.smith1316@example.com,consulting,i am just curious about your offerings,Cold,Cold,Cold,Cold
Jack Garcia,jack.garcia1317@example.com,consulting,im interested but need more details,Warm,Warm,Warm,Warm
Ivy Garcia,ivy.garcia1318@example.com,finance,looking for information about your services,Warm,Warm,Warm,Warm
Alice Johnson,alice.johnson1319@example.com,marketing,maybe in the future i will contact you,Cold,Cold,Cold,Cold
Charlie Johnson,charlie.johnson1320@example.com,tech,maybe later still evaluating options,Warm,Cold,Warm,Warm
Eve Jones,eve.jones1321@example.com,tech,maybe in the future i will contact you,Cold,Cold,Cold,Cold
Ivy Wilson,ivy.wilson1322@example.com,education,maybe in the future i will contact you,Cold,Warm,Cold,Warm
Bob Smith,bob.smith1323@example.com,retail,just browsing your website,Cold,Cold,Cold,Cold
Grace Taylor,grace.taylor1324@example.com,consulting,maybe in the future i will contact you,Cold,Cold,Cold,Cold
Eve Miller,eve.miller1325@example.com,healthcare,i want a demo for enterprise solution,Hot,Hot,Hot,Hot
Alice Davis,alice.davis1326@example.com,healthcare,just browsing your website,Cold,Cold,Cold,Cold
Alice Wilson,alice.wilson1327@example.com,marketing,looking to hire your services immediately,Hot,Warm,Hot,Hot
Grace Taylor,grace.taylor1328@example.com,finance,not looking for services currently,Cold,Warm,Cold,Warm
Alice Johnson,alice.johnson1329@example.com,education,maybe in the future i will contact you,Cold,Warm,Cold,Warm
Jack Miller,jack.miller1330@example.com,marketing,no immediate plans to buy,Cold,Hot,Cold,Hot
Eve Davis,eve.davis1331@example.com,education,maybe later still evaluating options,Warm,Warm,Warm,Warm
Bob Wilson,bob.wilson1332@example.com,tech,maybe in the future i will contact you,Cold,Cold,Cold,Cold
Alice Jones,alice.jones1333@example.com,tech,i am just curious about your offerings,Cold,Cold,Cold,Cold
Jack Miller,jack.miller1334@example.com,consulting,just browsing your website,Cold,Cold,Cold,Cold
Ivy Williams,ivy.williams1335@example.com,finance,maybe in the future i will contact you,Cold,Cold,Cold,Cold
Jack Williams,jack.williams1336@example.com,finance,schedule a meeting to discuss the order,Hot,Hot,Hot,Hot
Alice Taylor,alice.taylor1337@example.com,healthcare,no immediate plans to buy,Cold,Hot,Cold,Hot
Eve Davis,eve.davis1338@example.com,finance,i need a quote for our project,Hot,Cold,Hot,Hot
Bob Miller,bob.miller1339@example.com,consulting,not looking for services currently,Cold,Warm,Cold,Warm
Bob Miller,bob.miller1340@example.com,healthcare,i am just curious about your offerings,Cold,Cold,Cold,Cold
Charlie Brown,charlie.brown1341@example.com,finance,just browsing your website,Cold,Cold,Cold,Cold
Hank Brown,hank.brown1342@example.com,education,could you send me a brochure,Warm,Warm,Warm,Warm
Grace Jones,grace.jones1343@example.com,tech,no immediate plans to buy,Cold,Hot,Cold,Hot
Diana Jones,diana.jones1344@example.com,education,can you share pricing information,Warm,Warm,Warm,Warm
Bob Johnson,bob.johnson1345@example.com,tech,i am just curious about your offerings,Cold,Cold,Cold,Cold
Frank Taylor,frank.taylor1346@example.com,tech,we are ready to purchase now,Hot,Hot,Hot,Hot
Jack Brown,jack.brown1347@example.com,retail,just browsing your website,Cold,Cold,Cold,Cold
Hank Johnson,hank.johnson1348@example.com,marketing,schedule a meeting to discuss the order,Hot,Hot,Hot,Hot
Charlie Williams,charlie.williams1349@example.com,marketing,could you send me a brochure,Warm,Cold,Warm,Warm
Jack Taylor,jack.taylor1350@example.com,finance,looking to hire your services immediately,Hot,Warm,Hot,Hot
Ivy Johnson,ivy.johnson1351@example.com,education,im interested but need more details,Warm,Warm,Warm,Warm
Charlie Jones,charlie.jones1352@example.com,marketing,i am just curious about your offerings,Cold,Cold,Cold,Cold
Ivy Williams,ivy.williams1353@example.com,retail,maybe in the future i will contact you,Cold,Cold,Cold,Cold
Bob Garcia,bob.garcia1354@example.com,tech,i need a quote for our project,Hot,Cold,Hot,Hot
Eve Jones,eve.jones1355@example.com,retail,can you share pricing information,Warm,Warm,Warm,Warm
Diana Davis,diana.davis1356@example.com,marketing,looking for information about your services,Warm,Warm,Warm,Warm
Bob Johnson,bob.johnson1357@example.com,marketing,i need a quote for our project,Hot,Cold,Hot,Hot
Eve Brown,eve.brown1358@example.com,finance,please send me the proposal asap,Hot,Hot,Hot,Hot
Frank Smith,frank.smith1359@example.com,retail,schedule a meeting to discuss the order,Hot,Hot,Hot,Hot
Charlie Davis,charlie.davis1360@example.com,healthcare,maybe in the future i will contact you,Cold,Cold,Cold,Cold
Charlie Williams,charlie.williams1361@example.com,marketing,could you send me a brochure,Warm,Cold,Warm,Warm
Bob Wilson,bob.wilson1362@example.com,marketing,i want a demo for enterprise solution,Hot,Hot,Hot,Hot
Alice Garcia,alice.garcia1363@example.com,consulting,looking to hire your services immediately,Hot,Warm,Hot,Hot
Bob Williams,bob.williams1364@example.com,healthcare,maybe in the future i will contact you,Cold,Cold,Cold,Cold
Frank Wilson,frank.wilson1365@example.com,marketing,maybe later still evaluating options,Warm,Cold,Warm,Warm
Frank Jones,frank.jones1366@example.com,marketing,no immediate plans to buy,Cold,Hot,Cold,Hot
Eve Johnson,eve.johnson1367@example.com,consulting,i am just curious about your offerings,Cold,Cold,Cold,Cold
Grace Davis,grace.davis1368@example.com,retail,can you share pricing information,Warm,Warm,Warm,Warm
Eve Taylor,eve.taylor1369@example.com,marketing,no immediate plans to buy,Cold,Hot,Cold,Hot
Charlie Williams,charlie.williams1370@example.com,healthcare,i want a demo for enterprise solution,Hot,Hot,Hot,Hot
Diana Davis,diana.davis1371@example.com,consulting,im interested but need more details,Warm,Warm,Warm,Warm
Frank Jones,frank.jones1372@example.com,consulting,im interested but need more details,Warm,Warm,Warm,Warm
Grace Williams,grace.williams1373@example.com,education,looking to hire your services immediately,Hot,Warm,Hot,Hot
Eve Brown,eve.brown1374@example.com,consulting,maybe later still evaluating options,Warm,Cold,Warm,Warm
Eve Garcia,eve.garcia1375@example.com,finance,not looking for services currently,Cold,Warm,Cold,Warm
Eve Brown,eve.brown1376@example.com,finance,no immediate plans to buy,Cold,Hot,Cold,Hot
Grace Smith,grace.smith1377@example.com,consulting,can you share pricing information,Warm,Warm,Warm,Warm
Grace Wilson,grace.wilson1378@example.com,education,not looking for services currently,Cold,Warm,Cold,Warm
Ivy Williams,ivy.williams1379@example.com,finance,i am just curious about your offerings,Cold,Cold,Cold,Cold
